,nombre,latitud,longitud,altitud,ThermalLevelValue
1525,POTRERITOS [35060160],4.82880556,-73.76927778,2802,"Muy Frío, 12°C>T>6°C, <=3700meter"
1670,TACUEYO [26045020],3.03333333,-76.23333333,1790,"Templado, 24°C>T>18°C, <=1800meter"
1272,ESCUELA TENA [35060100],4.71269444,-73.52069444,1650,"Templado, 24°C>T>18°C, <=1800meter"
2798,PASO EL   [28040350],9.65697222,-73.74369444,30,"Cálido, T>=24°C, <=800meter"
3680,APONTE [52040050],1.39733333,-77.03052778,1800,"Templado, 24°C>T>18°C, <=1800meter"
3992,DOLORES HACIENDA MADRON [21155040],3.53305556,-74.90577778,1456,"Templado, 24°C>T>18°C, <=1800meter"
3220,CAMPO TRES [16037010],8.5175,-72.69805556,50,"Cálido, T>=24°C, <=800meter"
1767,SANTA ROSA DE UBALA [35060250],4.79677778,-73.40719444,1649,"Templado, 24°C>T>18°C, <=1800meter"
2825,PUERTO BELLO [29027020],9.81666667,-74.83333333,13,"Cálido, T>=24°C, <=800meter"
2822,MOLINO EL [28040310],9.77605556,-73.74341667,110,"Cálido, T>=24°C, <=800meter"
3207,CAMPO DOS [16037020],8.48805556,-72.63111111,50,"Cálido, T>=24°C, <=800meter"
801,GAMA [35060240],4.76427778,-73.60991667,2210,"Frío, 18°C>T>12°C, <=2800meter"
2973,GUAYMARAL [28035040],9.90491667,-73.64752778,50,"Cálido, T>=24°C, <=800meter"
2955,COOPERATIVA LA [23190530],7.45,-73.45,170,"Cálido, T>=24°C, <=800meter"
3614,MILAGROS LOS [52025020],1.75333333,-76.89166667,2300,"Frío, 18°C>T>12°C, <=2800meter"
2424,PRIMAVERA LA [25020920],9.21666667,-73.41666667,500,"Cálido, T>=24°C, <=800meter"
824,LA MAGDALENA - AUT [11077020],6.29836111,-76.13447222,1770,"Templado, 24°C>T>18°C, <=1800meter"
1357,NAZARETH [35070170],4.73333333,-73.2,400,"Cálido, T>=24°C, <=800meter"
546,SAN ROQUE [25027320],9.07,-74.16,24,"Cálido, T>=24°C, <=800meter"
490,ZAPATOZA [25020660],9.00975,-73.75402778,90,"Cálido, T>=24°C, <=800meter"
1526,GACHETA [35065010],4.83038889,-73.64647222,1752,"Templado, 24°C>T>18°C, <=1800meter"
3691,MAMACONDE [52010060],1.95463889,-77.21638889,650,"Cálido, T>=24°C, <=800meter"
454,PENONCITO [25027330],8.98972222,-73.94722222,28,"Cálido, T>=24°C, <=800meter"
3008,PUERTO RICO [28030170],10.15,-73.18333333,160,"Cálido, T>=24°C, <=800meter"
3554,TERROR EL HACIENDA [25020650],8.93877778,-73.56022222,250,"Cálido, T>=24°C, <=800meter"
2227,PAN DE AZUCAR [26090660],3.71666667,-76.11666667,3900,"Extremadamente Frio, 6°C>T>0°C, <=4700meter"
3288,RETIRADA LA [23180060],7.51666667,-73.56666667,108,"Cálido, T>=24°C, <=800meter"
2826,SAN GABRIEL [28020420],9.84461111,-73.54769444,70,"Cálido, T>=24°C, <=800meter"
3747,SAN BERNARDO [52045030],1.53872222,-77.03261111,2190,"Frío, 18°C>T>12°C, <=2800meter"
2703,POPONTE [25020690],9.42327778,-73.41094444,500,"Cálido, T>=24°C, <=800meter"
3013,SAN BENITO [28020410],10.18416667,-73.31702778,150,"Cálido, T>=24°C, <=800meter"
3300,BARRAGAN [26105140],4.03305556,-75.88802778,2902,"Muy Frío, 12°C>T>6°C, <=3700meter"
541,RAYA LA [25020670],9.05027778,-73.55972222,500,"Cálido, T>=24°C, <=800meter"
2856,DABEIBA 1 [11117020],7.01666667,-76.26666667,490,"Cálido, T>=24°C, <=800meter"
4413,BARBACOAS [52065020],1.67,-78.14,32,"Cálido, T>=24°C, <=800meter"
2945,PORVENIR EL [23180040],7.45277778,-73.48277778,110,"Cálido, T>=24°C, <=800meter"
3945,MAMBITA [35065020],4.76666667,-73.33333333,840,"Templado, 24°C>T>18°C, <=1800meter"
3889,PUERTO LEON - AUT [16027060],8.35027778,-72.43472222,47,"Cálido, T>=24°C, <=800meter"
1441,BASE AEREA APIAY [35035010],4.07711111,-73.55991667,400,"Cálido, T>=24°C, <=800meter"
3888,PEÑA DE LOS MICOS - AUT [37027010],7.19697222,-72.42477778,870,"Templado, 24°C>T>18°C, <=1800meter"
3152,PUENTE CARRETERA [28037130],10.15752778,-73.62477778,80,"Cálido, T>=24°C, <=800meter"
4016,SHISHIMANA [15087030],12.16666667,-71.3,105,"Cálido, T>=24°C, <=800meter"
3668,SAN JOSE DE FRAGUA [44045010],1.32513889,-75.9615,320,"Cálido, T>=24°C, <=800meter"
2849,PRESIDENTE [37010040],7.01388889,-72.68083333,3320,"Muy Frío, 12°C>T>6°C, <=3700meter"
678,ARENA LA [15065030],11.18913889,-72.72791667,120,"Cálido, T>=24°C, <=800meter"
3748,TAMINANGO [52045040],1.54916667,-77.2675,1875,"Frío, 18°C>T>12°C, <=2800meter"
3824,PUERTO RICO [46035020],1.91752778,-75.15066667,285,"Cálido, T>=24°C, <=800meter"
685,SAN P. ALEJANDRINO [15017050],11.23333333,-74.18333333,20,"Cálido, T>=24°C, <=800meter"
4038,BANCO EL [29030360],10.48333333,-75.16666667,75,"Cálido, T>=24°C, <=800meter"
3592,JUSTO PASTOR GOMEZ [24017580],6.23305556,-73.30694444,1400,"Templado, 24°C>T>18°C, <=1800meter"
3071,PASO DE LA CANOA - AUT [37037010],7.03455556,-72.15261111,374,"Cálido, T>=24°C, <=800meter"
4144,PUENTE LOPEZ - AUT [37017040],7.20333333,-72.63388889,1862,"Frío, 18°C>T>12°C, <=2800meter"
2668,WATCASAINRU [15087040],12.16666667,-71.28333333,90,"Cálido, T>=24°C, <=800meter"
3353,ESPERANZA LA [16015030],7.56972222,-72.53388889,1760,"Templado, 24°C>T>18°C, <=1800meter"
1746,CABUYO  2 EL [21217160],4.3,-75.05,420,"Cálido, T>=24°C, <=800meter"
2257,BOMBEROS DEL NORTE [21205800],4.65,-74.06666667,2560,"Frío, 18°C>T>12°C, <=2800meter"
1964,VENTA DE CAJIBIO [26025090],2.58475,-76.56183333,1850,"Frío, 18°C>T>12°C, <=2800meter"
2238,CAPITOLIO NACIONAL [21205810],4.6,-74.08333333,2570,"Frío, 18°C>T>12°C, <=2800meter"
2908,SILOS [37015010],7.2075,-72.75333333,2765,"Frío, 18°C>T>12°C, <=2800meter"
446,BUENOS AIRES [26247040],7.73333333,-75.43333333,49,"Cálido, T>=24°C, <=800meter"
2159,MUZU CENTRO SALUD [21205830],4.6,-74.13333333,2560,"Frío, 18°C>T>12°C, <=2800meter"
4015,NAZARETH [15087050],12.18333333,-71.3,70,"Cálido, T>=24°C, <=800meter"
3321,SANTA MARIA-ABASTOS [37020040],7.09361111,-72.2525,850,"Templado, 24°C>T>18°C, <=1800meter"
3131,VENAGA [37017050],7.22788889,-72.44591667,1111,"Templado, 24°C>T>18°C, <=1800meter"
4088,PUTUMAYO [47010070],1.15,-76.93333333,270,"Cálido, T>=24°C, <=800meter"
261,AEROPUERTO EL EMBRUJO [17025020],13.3595,-81.35772222,7,"Cálido, T>=24°C, <=800meter"
4082,SANTA ROSA [29060300],10.75,-74.11666667,25,"Cálido, T>=24°C, <=800meter"
3887,PUENTE SARDINATA - AUT [16037030],8.10361111,-72.79472222,245,"Cálido, T>=24°C, <=800meter"
2782,SARDINATA [16035030],8.07666667,-72.80305556,320,"Cálido, T>=24°C, <=800meter"
1771,VADO HONDO  - AUT [35197020],5.50680556,-72.75480556,2831,"Muy Frío, 12°C>T>6°C, <=3700meter"
3763,BOCATOMA N 2 [44037110],1.56666667,-75.28333333,470,"Cálido, T>=24°C, <=800meter"
2972,TENERIFE [29017010],9.90347222,-74.86408333,13,"Cálido, T>=24°C, <=800meter"
1383,PALMA LA [35077060],5.38333333,-73.36666667,252,"Cálido, T>=24°C, <=800meter"
3397,AEROPUERTO AGUAS CLARAS [16055010],8.31527778,-73.3575,1435,"Templado, 24°C>T>18°C, <=1800meter"
517,SALAZAR [16025030],7.77458333,-72.83055556,860,"Templado, 24°C>T>18°C, <=1800meter"
3395,MERCEDES LAS [16030050],8.29761111,-72.88361111,273,"Cálido, T>=24°C, <=800meter"
1893,BASE AEREA MELGAR [21195080],4.21222222,-74.63683333,319,"Cálido, T>=24°C, <=800meter"
4331,LAS AGUADAS [25027490],8.94999722,-74.04999722,27,"Cálido, T>=24°C, <=800meter"
2995,PRADERA LA [16030040],8.38333333,-72.93333333,210,"Cálido, T>=24°C, <=800meter"
3372,BAGUECHE [16020060],7.58361111,-72.9275,1750,"Templado, 24°C>T>18°C, <=1800meter"
3534,ARMENIA [25027360],8.89833333,-74.39,22,"Cálido, T>=24°C, <=800meter"
2979,AY MATUYA [29030610],9.9,-75.28333333,8,"Cálido, T>=24°C, <=800meter"
3161,SAN GIL [16030060],8.22444444,-72.85805556,480,"Cálido, T>=24°C, <=800meter"
1693,HERRERA [22010010],3.28783333,-75.81541667,1620,"Templado, 24°C>T>18°C, <=1800meter"
612,SANTIAGO CAIMITO [16020030],7.86416667,-72.71611111,411,"Cálido, T>=24°C, <=800meter"
1229,SAN JOSE D HERMOSA [22050060],3.90352778,-75.69316667,215,"Cálido, T>=24°C, <=800meter"
711,LOURDES [16030080],7.95027778,-72.8325,1200,"Templado, 24°C>T>18°C, <=1800meter"
3860,PROGRESO EL HACIENDA [27015150],6.44747222,-75.39716667,1345,"Templado, 24°C>T>18°C, <=1800meter"
2748,FLORIDA LA [29060190],10.61063889,-74.25538889,26,"Cálido, T>=24°C, <=800meter"
3025,REGIDOR [25027410],8.66633333,-73.82080556,35,"Cálido, T>=24°C, <=800meter"
1898,ORGANOS [21130080],3.12083333,-75.49225,800,"Cálido, T>=24°C, <=800meter"
3514,ORU [16070040],8.64111111,-72.90944444,150,"Cálido, T>=24°C, <=800meter"
1171,MINAS LAS [35060130],4.67516667,-73.48213889,23,"Cálido, T>=24°C, <=800meter"
3998,SANTA ANA [21140060],3.58333333,-74.75,1100,"Templado, 24°C>T>18°C, <=1800meter"
455,PUERTO BARCO [16070010],8.99805556,-72.89694444,50,"Cálido, T>=24°C, <=800meter"
183,MONTELIBANO - AUT [25017010],7.98797222,-75.41733333,40,"Cálido, T>=24°C, <=800meter"
3440,HACHARIRA [16070030],8.87583333,-72.98222222,75,"Cálido, T>=24°C, <=800meter"
3435,CAMPO SEIS [16037040],8.60111111,-72.80861111,70,"Cálido, T>=24°C, <=800meter"
2735,EMPOISLAS [17010010],12.53975,-81.72025,80,"Cálido, T>=24°C, <=800meter"
2739,SAN FELIPE [17020030],13.35644444,-81.39144444,12,"Cálido, T>=24°C, <=800meter"
2740,SAN FELIPE BOCATOM [17027030],13.35661111,-81.38891667,12,"Cálido, T>=24°C, <=800meter"
2741,PUEBLO VIEJO [17020020],13.36861111,-81.37911111,2,"Cálido, T>=24°C, <=800meter"
4389,PRAGA [21130110],3.27,-75.49,1085,"Templado, 24°C>T>18°C, <=1800meter"
2744,BOCATOMA [17027020],13.33333333,-81.38333333,80,"Cálido, T>=24°C, <=800meter"
2745,BOWDON-EMBALSE [17027010],13.36666667,-81.36666667,3,"Cálido, T>=24°C, <=800meter"
2400,LIBANO EL [21140130],3.64999833,-74.67,2000,"Frío, 18°C>T>12°C, <=2800meter"
4390,MIRAFLORES [21140080],3.48,-74.74,1049,"Templado, 24°C>T>18°C, <=1800meter"
3218,CAMPO TRES [16030030],8.51494444,-72.69744444,40,"Cálido, T>=24°C, <=800meter"
2590,CUBA HACIENDA [25025160],8.00388889,-75.40277778,50,"Cálido, T>=24°C, <=800meter"
3312,CNO LA RAYA [16060010],8.83472222,-72.79166667,75,"Cálido, T>=24°C, <=800meter"
428,DONJUANA LA 2 [16010020],7.69722222,-72.60138889,770,"Cálido, T>=24°C, <=800meter"
4288,RETIRO EL [27037020],7.56,-74.81,105,"Cálido, T>=24°C, <=800meter"
3214,PETROLEA [16035020],8.46861111,-72.57944444,62,"Cálido, T>=24°C, <=800meter"
600,SAN ANTONIO PADUA  - AUT [11057020],6.28666667,-76.76180556,18,"Cálido, T>=24°C, <=800meter"
298,LAS CAMELIAS - AUT [26247050],7.58252778,-75.42005556,110,"Cálido, T>=24°C, <=800meter"
3868,SIRPES LOS [23087180],6.37544444,-75.16125,375,"Cálido, T>=24°C, <=800meter"
1298,PUENTE REAL  - AUT [23087150],6.14347222,-75.37994444,820,"Templado, 24°C>T>18°C, <=1800meter"
702,TAPONERA LA [16027110],7.91666667,-72.63333333,300,"Cálido, T>=24°C, <=800meter"
2977,ARGELIA [28040330],9.88333333,-74.1,90,"Cálido, T>=24°C, <=800meter"
682,CENTRO AGRO SENA [15015010],11.21666667,-74.18333333,7,"Cálido, T>=24°C, <=800meter"
902,MORRO EL [23080660],6.46666667,-75.13333333,2210,"Frío, 18°C>T>12°C, <=2800meter"
797,SAN CARLOS [23085130],6.2,-74.98333333,160,"Cálido, T>=24°C, <=800meter"
3325,PUENTE FERROCARRIL [24057070],7.10944444,-73.85472222,75,"Cálido, T>=24°C, <=800meter"
844,TEJAR EL [23080730],6.3,-75.03333333,120,"Cálido, T>=24°C, <=800meter"
3286,CANO NEGRO [23187050],7.51666667,-73.56666667,405,"Cálido, T>=24°C, <=800meter"
863,TOPACIO EL [23080630],6.38333333,-74.98333333,1340,"Templado, 24°C>T>18°C, <=1800meter"
3120,PUENTE CARRETERA [24057030],7.03333333,-73.71666667,85,"Cálido, T>=24°C, <=800meter"
1037,LA GARRUCHA - AUT [23087190],5.99836111,-74.93825,980,"Templado, 24°C>T>18°C, <=1800meter"
964,CARMEN EL [23145020],6.69638889,-73.51,805,"Templado, 24°C>T>18°C, <=1800meter"
862,ALEJANDRIA [23080680],6.38333333,-75.15,1700,"Templado, 24°C>T>18°C, <=1800meter"
792,PENOL EL [23085110],6.21422222,-75.24130556,247,"Cálido, T>=24°C, <=800meter"
4109,ALTO LA ESMERALDA [46037030],1.78333333,-75.25,500,"Cálido, T>=24°C, <=800meter"
969,FUENTE LA [24050100],6.70725,-73.27988889,815,"Templado, 24°C>T>18°C, <=1800meter"
505,BASE NAVAL [29045100],11.0,-74.78333333,5,"Cálido, T>=24°C, <=800meter"
753,MARINILLA [23080640],6.17108333,-75.328,2150,"Frío, 18°C>T>12°C, <=2800meter"
718,CAMPOALEGRE [23080650],6.07377778,-75.33561111,1850,"Frío, 18°C>T>12°C, <=2800meter"
2215,QUESO EL HACIENDA [22047010],3.65863889,-75.44622222,551,"Cálido, T>=24°C, <=800meter"
2634,CHIRIGUANA [25025250],9.36102778,-73.59338889,40,"Cálido, T>=24°C, <=800meter"
1048,CARMELO EL HACIENDA [23085100],6.03333333,-75.4,2160,"Frío, 18°C>T>12°C, <=2800meter"
1024,SAN FRANCISCO [23085140],5.96380556,-75.10069444,1325,"Templado, 24°C>T>18°C, <=1800meter"
796,PUERTO INMARCO [23097040],6.2215,-74.56955556,1371,"Templado, 24°C>T>18°C, <=1800meter"
763,ZAPATOCA [24055030],6.79277778,-73.28275,1810,"Frío, 18°C>T>12°C, <=2800meter"
2619,SANTA ANA [25027370],9.32025278,-74.57455833,18,"Cálido, T>=24°C, <=800meter"
3384,TALADRO EL [25025200],8.26666667,-74.73333333,30,"Cálido, T>=24°C, <=800meter"
840,URRAO [11075020],6.29830556,-76.14330556,1833,"Frío, 18°C>T>12°C, <=2800meter"
339,CARAMANTA  - AUT [23087160],6.50733333,-74.86516667,1900,"Frío, 18°C>T>12°C, <=2800meter"
991,CAÑASGORDAS  - AUT [11115020],6.75802778,-76.02966667,1294,"Templado, 24°C>T>18°C, <=1800meter"
3139,AGUASCLARAS [24060040],7.26416667,-73.54805556,132,"Cálido, T>=24°C, <=800meter"
3136,BRISAS LAS HACIENDA [24065010],7.24611111,-73.79,138,"Cálido, T>=24°C, <=800meter"
1095,BOCAS DE IRO [54027020],5.10552778,-76.683,53,"Cálido, T>=24°C, <=800meter"
775,NUTIBARA [11115030],6.81666667,-76.25,1400,"Templado, 24°C>T>18°C, <=1800meter"
2228,LIMON EL [22040010],3.71666667,-75.63333333,10,"Cálido, T>=24°C, <=800meter"
2295,SAN RAFAEL [22010020],3.53333333,-75.73333333,1990,"Frío, 18°C>T>12°C, <=2800meter"
168,CANTERAS - AUT [23087210],6.27608333,-74.67330556,1274,"Templado, 24°C>T>18°C, <=1800meter"
1043,PUENTE FERROCARRIL [23077020],6.03672222,-74.63811111,1638,"Templado, 24°C>T>18°C, <=1800meter"
1025,PAILANIA [23087200],5.97469444,-75.11713889,285,"Cálido, T>=24°C, <=800meter"
1687,TELLO [21110380],3.05,-75.15,520,"Cálido, T>=24°C, <=800meter"
2086,SAN PEDRO [22050070],3.42638889,-75.48744444,1679,"Templado, 24°C>T>18°C, <=1800meter"
2761,ALBANIA [24050110],6.91194444,-73.63222222,216,"Cálido, T>=24°C, <=800meter"
48,PALOMAS LAS [25027390],8.83055556,-74.17055556,24,"Cálido, T>=24°C, <=800meter"
3332,PUTANA LA [24050070],7.12716667,-73.52055556,150,"Cálido, T>=24°C, <=800meter"
45,ALTO DEL ROSARIO [25027400],8.79444444,-74.16027778,24,"Cálido, T>=24°C, <=800meter"
2737,PUENTE CARRETERA [17027040],13.32941667,-81.37655556,12,"Cálido, T>=24°C, <=800meter"
998,MANSA LA [11025010],5.87830556,-76.08433333,2018,"Frío, 18°C>T>12°C, <=2800meter"
441,VICTORIA LA [25027420],8.965,-74.22083333,24,"Cálido, T>=24°C, <=800meter"
2140,PANDO EL [22060080],3.76638889,-75.54855556,976,"Templado, 24°C>T>18°C, <=1800meter"
1143,OLAYA HERRERA [22060090],3.81541667,-75.33005556,450,"Cálido, T>=24°C, <=800meter"
4320,EL SUDAN [25027380],8.64,-74.22,25,"Cálido, T>=24°C, <=800meter"
2416,ISTMINA - AUT [54017030],5.15416667,-76.68286111,68,"Cálido, T>=24°C, <=800meter"
2743,BITE [17017010],12.56666667,-81.7,3,"Cálido, T>=24°C, <=800meter"
1175,NOANAMA [54085010],4.68819444,-76.93425,28,"Cálido, T>=24°C, <=800meter"
2296,RIOBLANCO [22010030],3.53333333,-75.65,1500,"Templado, 24°C>T>18°C, <=1800meter"
126,TADO - AUT [54017040],5.26511111,-76.56275,95,"Cálido, T>=24°C, <=800meter"
2113,PIE DE PEPE [55010020],5.11841667,-76.82472222,53,"Cálido, T>=24°C, <=800meter"
3203,TEORAMA [16055020],8.44222222,-73.28527778,1160,"Templado, 24°C>T>18°C, <=1800meter"
2058,CAJONES [26060200],3.22641667,-76.14080556,2472,"Frío, 18°C>T>12°C, <=2800meter"
695,VILLA CARO [16030090],7.91472222,-72.98,1490,"Templado, 24°C>T>18°C, <=1800meter"
2785,ALTO EL VENADO [16040010],8.08888889,-73.07083333,1920,"Frío, 18°C>T>12°C, <=2800meter"
1992,SALADO EL [54027030],4.87255556,-76.8645,33,"Cálido, T>=24°C, <=800meter"
1609,MAMPI [54027040],4.94886111,-76.59047222,81,"Cálido, T>=24°C, <=800meter"
3811,SANTA LUCIA [16055050],8.06666667,-73.23333333,2140,"Frío, 18°C>T>12°C, <=2800meter"
3980,SAMARIA LA [26145050],5.05,-75.88333333,120,"Cálido, T>=24°C, <=800meter"
1082,GAVIOTAS LAS [34015020],4.55394444,-70.93011111,171,"Cálido, T>=24°C, <=800meter"
698,MARIA LA [16055030],7.91666667,-73.21666667,2140,"Frío, 18°C>T>12°C, <=2800meter"
2325,PUEBLO RICO  - AUT [54015010],5.23344444,-76.03163889,1505,"Templado, 24°C>T>18°C, <=1800meter"
3057,VISTA NIEVES [15010040],11.08536111,-74.07986111,20,"Cálido, T>=24°C, <=800meter"
4130,EL JORDAN [24037360],6.74972222,-73.09666667,480,"Cálido, T>=24°C, <=800meter"
4131,SAN JOSE PALMAR [54025010],4.89808333,-76.67666667,1115,"Templado, 24°C>T>18°C, <=1800meter"
3595,SAN FRANCISCO [47010090],1.17894444,-76.88338889,2140,"Frío, 18°C>T>12°C, <=2800meter"
2693,QUIMARI [13040010],8.06666667,-76.33333333,200,"Cálido, T>=24°C, <=800meter"
1177,SIPI [54035010],4.66666667,-76.65,110,"Cálido, T>=24°C, <=800meter"
3424,SAN ANTERITO [13060010],8.55777778,-75.86111111,75,"Cálido, T>=24°C, <=800meter"
3001,VISO EL [29030430],10.15083333,-75.23527778,8,"Cálido, T>=24°C, <=800meter"
542,BELEN [25027850],9.06916667,-73.90305556,36,"Cálido, T>=24°C, <=800meter"
467,BARBOSA [25027530],9.0225,-74.63666667,19,"Cálido, T>=24°C, <=800meter"
3317,CERRITOS LOS [25027510],8.85191667,-74.26877778,23,"Cálido, T>=24°C, <=800meter"
1552,BEBEDO [54020080],4.93222222,-76.82694444,35,"Cálido, T>=24°C, <=800meter"
3222,VEGA LA [23210120],8.53191667,-73.64147222,166,"Cálido, T>=24°C, <=800meter"
3162,AGUAS CLARAS [23215030],8.22888889,-73.60277778,208,"Cálido, T>=24°C, <=800meter"
3385,TALADRO EL [25021530],8.26666667,-74.73333333,30,"Cálido, T>=24°C, <=800meter"
4008,NARANJOS LOS [15017070],11.28333333,-73.91666667,40,"Cálido, T>=24°C, <=800meter"
558,ALGARROBAL [25027550],9.13152778,-74.04427778,25,"Cálido, T>=24°C, <=800meter"
697,CIELO EL [13020020],7.91666667,-76.41666667,650,"Cálido, T>=24°C, <=800meter"
4126,MOMIL [13070020],9.23444444,-75.68805556,20,"Cálido, T>=24°C, <=800meter"
540,CRISTO REY  - AUT [12045020],9.07111111,-76.22444444,15,"Cálido, T>=24°C, <=800meter"
2944,BOCATOMA SANTA MARTA [15017060],11.25358333,-74.13930556,60,"Cálido, T>=24°C, <=800meter"
2560,PUENTE CARRETERA [15037020],11.24455556,-73.56861111,30,"Cálido, T>=24°C, <=800meter"
3038,COLOMBOY [25025170],8.74086111,-75.49883333,125,"Cálido, T>=24°C, <=800meter"
3223,QUINCE LETRAS [16050020],8.53805556,-73.24444444,360,"Cálido, T>=24°C, <=800meter"
3026,SANTA CRUZ HACIENDA [13050020],8.6675,-76.12388889,220,"Cálido, T>=24°C, <=800meter"
581,CERRO CUBA [15030050],11.06666667,-73.4,400,"Cálido, T>=24°C, <=800meter"
580,ALTO RIO ANCHO [15030040],11.06666667,-73.46666667,220,"Cálido, T>=24°C, <=800meter"
472,MORENEROS BOCA [25027540],9.01666667,-74.46666667,20,"Cálido, T>=24°C, <=800meter"
3539,JARAMAGAL [12040010],8.90083333,-76.22083333,90,"Cálido, T>=24°C, <=800meter"
3130,SAN BERNARDO [37020020],7.22666667,-72.44194444,145,"Cálido, T>=24°C, <=800meter"
1827,CARDO EL [21090100],2.88333333,-75.38333333,480,"Cálido, T>=24°C, <=800meter"
3444,COBRE EL [16050010],8.6,-73.31666667,1150,"Templado, 24°C>T>18°C, <=1800meter"
3036,GUAYABALES [23210180],8.71666667,-73.46666667,1500,"Templado, 24°C>T>18°C, <=1800meter"
3173,TOTUMAL [23210130],8.24944444,-73.58,250,"Cálido, T>=24°C, <=800meter"
2598,SAN JUAN [16030100],8.02527778,-73.01861111,2240,"Frío, 18°C>T>12°C, <=2800meter"
687,ALTO RIO CORUAL [15040010],11.23333333,-73.15,200,"Cálido, T>=24°C, <=800meter"
598,ALTO RIO DIBULLA [15030030],11.11666667,-73.3,390,"Cálido, T>=24°C, <=800meter"
568,CHIMA [13075010],9.15075,-75.62208333,20,"Cálido, T>=24°C, <=800meter"
1872,CUMBARCO [26125130],4.18505556,-75.83236111,1749,"Templado, 24°C>T>18°C, <=1800meter"
2551,BURITACA [15010020],11.25013056,-73.76475,30,"Cálido, T>=24°C, <=800meter"
475,SABANA NUEVA [13070030],9.03333333,-75.83333333,20,"Cálido, T>=24°C, <=800meter"
2998,PLANETA RICA  - AUT [25025190],8.39933333,-75.58372222,90,"Cálido, T>=24°C, <=800meter"
2243,LICORERA BOGOINAMA [21205820],4.61666667,-74.1,2564,"Frío, 18°C>T>12°C, <=2800meter"
933,PALMAR EL [24050080],6.55,-73.28333333,940,"Templado, 24°C>T>18°C, <=1800meter"
748,OLIVAL [24010650],6.15138889,-73.34166667,1502,"Templado, 24°C>T>18°C, <=1800meter"
822,CHARALA [24025050],6.27416667,-73.15055556,1350,"Templado, 24°C>T>18°C, <=1800meter"
4406,TREMENTINO [25021210],8.82,-75.47,136,"Cálido, T>=24°C, <=800meter"
459,TABLITAS LAS [25020750],9.01138889,-75.16888889,60,"Cálido, T>=24°C, <=800meter"
896,ESCUELA AGRICOLA MOGOTES [24025040],6.47,-72.96888889,1673,"Templado, 24°C>T>18°C, <=1800meter"
810,LAJA LA [24015250],6.23716667,-73.41538889,1400,"Templado, 24°C>T>18°C, <=1800meter"
953,SANTA ISABEL [24040050],6.64444444,-73.20277778,1300,"Templado, 24°C>T>18°C, <=1800meter"
2553,GUACHACA [15017040],11.25602778,-73.87672222,40,"Cálido, T>=24°C, <=800meter"
4321,SAN PEDRO [25020770],9.40305556,-75.05277778,200,"Cálido, T>=24°C, <=800meter"
883,SIMACOTA [24010660],6.44361111,-73.33388889,150,"Cálido, T>=24°C, <=800meter"
4338,CIENAGA DE ORO [13077070],8.87,-75.63,10,"Cálido, T>=24°C, <=800meter"
826,COROMORO [24020120],6.29944444,-73.04472222,1520,"Templado, 24°C>T>18°C, <=1800meter"
2676,APARTADA LA [25020700],8.05305556,-75.33861111,50,"Cálido, T>=24°C, <=800meter"
980,MESA LA [24060050],6.75916667,-73.09277778,1460,"Templado, 24°C>T>18°C, <=1800meter"
938,CURITI 2 [24020130],6.59825,-73.05611111,1626,"Templado, 24°C>T>18°C, <=1800meter"
489,SANTIAGO APOSTOL [25020760],9.00472222,-74.94055556,25,"Cálido, T>=24°C, <=800meter"
4075,HIGAL EL [13077080],8.94413889,-75.60286111,8,"Cálido, T>=24°C, <=800meter"
