CODIGO,NOMBRE,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,FECHA_SUSPENSION,ALTITUD,LATITUD,LONGITUD,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,ENTIDAD,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,SUBZONA_HIDROGRAFICA,CORRIENTE,Catalogo,Version,station,n
29015040,CARMEN DE BOLIVAR  - AUT [29015040],Climatológica Principal,Automática con Telemetría,Activa,01/03/2004,,152,9.71569,-75.106448,Bolivar,El Carmén De Bolívar,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre El Plato y Calamar,,CNE_IDEAM,20251226,29015040,9
29035000,SINCERIN  - AUT [29035000],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,05/05/2013,,10,10.14258333,-75.27827778,Bolivar,Arjona,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen izquierda,,CNE_IDEAM,20251226,29035000,8
29035080,NORMAL MANATI  - AUT [29035080],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/10/1963,,10,10.453966,-74.954726,Atlantico,Manatí,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,,CNE_IDEAM,20251226,29035080,8
29035200,REPELON - AUT [29035200],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,12/09/2007,,10,10.49,-75.12694444,Atlantico,Repelón,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,,CNE_IDEAM,20251226,29035200,9
29045000,SABANALARGA - AUT [29045000],Climatológica Principal,Automática con Telemetría,Activa,05/05/2013,,100,10.677485,-74.850417,Atlantico,Ponedera,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre Calamar y desembocadura,,CNE_IDEAM,20251226,29045000,8
29045190,AEROPUERTO E. CORTISSOZ - AUT [29045190],Sinóptica Principal,Automática con Telemetría,Activa,04/05/2005,,14,10.91777778,-74.77972222,Atlantico,Soledad,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre Calamar y desembocadura,,CNE_IDEAM,20251226,29045190,9
29047000,TEBSA BQUILLA AUT [29047000],Limnigráfica,"Automática con Telemetría, Convencional",Activa,05/05/2013,,5,10.935994,-74.761809,Atlantico,Soledad,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre Calamar y desembocadura,Rio Magdalena,CNE_IDEAM,20251226,29047000,9
29047070,SAN PEDRITO - AUT [29047070],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/05/1978,,8,10.26822222,-74.90786111,Atlantico,Suan,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,Magdalena,CNE_IDEAM,20251226,29047070,9
29065000,MEDIA LUNA - AUT [29065000],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,05/05/2013,,20,10.51002778,-74.50666667,Magdalena,Pivijai,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,,CNE_IDEAM,20251226,29065000,8
2906500077,PALMOR - SIERRA NEVADA - AUT [2906500077],Climatológica Principal,Automática con Telemetría,En Mantenimiento,21/04/2017,,1050,10.77175,-74.019138889,Magdalena,Ciénaga,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,,CNE_IDEAM,20251226,2906500077,5
29065120,BATALLON NO. 6 - AUT [29065120],Climatológica Principal,Automática con Telemetría,En Mantenimiento,24/02/2006,,1280,10.46536111,-73.92777778,Magdalena,Fundación,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,,CNE_IDEAM,20251226,29065120,7
29065130,LA GRAN VIA - AUT [29065130],Agrometeorológica,Automática con Telemetría,Activa,01/10/2008,,30,10.85,-74.13333333,Magdalena,Zona Bananera,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,,CNE_IDEAM,20251226,29065130,9
29065501,"CIENAGA,LA  - AUT  [29065501]",Climatológica Principal,Automática con Telemetría,Suspendida,12/09/2013,21/10/2020,1207,10.9,-74.08,Magdalena,Ciénaga,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,,CNE_OE,20251226,29065501,5
29067060,PUERTO RICO HACIENDA  - AUT [29067060],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/06/1967,,64,10.496596,-74.128263,Magdalena,Aracataca,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,Fundacion,CNE_IDEAM,20251226,29067060,7
29067150,GANADERIA CARIBE  - AUT [29067150],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/05/1965,,75,10.572415,-74.122212,Magdalena,Aracataca,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Cga Grande de Santa Marta,Aracataca,CNE_IDEAM,20251226,29067150,7
31095030,PUERTO INIRIDA - AUT [31095030],Agrometeorológica,"Automática con Telemetría, Convencional",Activa,27/03/2003,,98,3.874444,-67.91911111,Guainía,Inírida,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Inírida,"R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas",,CNE_IDEAM,20251226,31095030,9
3206500045,GRANADA SENA - AUT   [3206500045],Climatológica Principal,Automática con Telemetría,En Mantenimiento,28/12/2017,,317,3.446044,-73.739505,Meta,Granada,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Guaviare,Río Ariari,,CNE_IDEAM,20251226,3206500045,5
3206500058,LEJANÍAS - AUT [3206500058],Climatológica Principal,Automática con Telemetría,En Mantenimiento,27/12/2017,,649,3.51827,-74.00627,Meta,Lejanías,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Guaviare,Río Ariari,,CNE_IDEAM,20251226,3206500058,7
3206500059,VISTA HERMOSA - AUT [3206500059],Climatológica Principal,Automática con Telemetría,En Mantenimiento,24/03/2018,,292,3.09993,-73.73376,Meta,Vistahermosa,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Guaviare,Río Ariari,,CNE_IDEAM,20251226,3206500059,5
33035010,CARIMAGUA - AUT [33035010],Climatológica Principal,"Automática con Telemetría, Convencional",En Mantenimiento,15/05/1972,,170,4.571298,-71.33571,Meta,Puerto Gaitán,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Vichada,Río Muco,,CNE_IDEAM,20251226,33035010,7
35017020,PUENTE LLERAS - AUT  [35017020],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/03/1972,,177,4.103019444,-72.936383333,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Rio Metica entre ríos Guayuriba y Yucao,Meta,CNE_IDEAM,20251226,35017020,9
35020300,GUTIERREZ [35020300],Climatológica Principal,Automática con Telemetría,Activa,15/07/1984,,2300,4.253917,-74.002694,Cundinamarca,Gutiérrez,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,,CNE_IDEAM,20251226,35020300,5
3502500135,GUAYABETAL POLLO OLIMPICO - AUT [3502500135],Meteorológica Especial,Automática con Telemetría,Activa,25/07/2019,,1272,4.22553,-73.81481,Cundinamarca,Guayabetal,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,,CNE_IDEAM,20251226,3502500135,7
35025080,PNN CHINGAZA [35025080],Climatológica Principal,Automática con Telemetría,Activa,06/12/2007,,3205,4.661,-73.82733,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,,CNE_IDEAM,20251226,35025080,10
35025090,BOSQUE INTERVENIDO [35025090],Climatológica Principal,Automática con Telemetría,Suspendida,09/07/2008,02/12/2025,2944,4.664889,-73.846639,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,,CNE_IDEAM,20251226,35025090,8
35025110,LA LIBERTAD - AUT [35025110],Agrometeorológica,"Automática con Telemetría, Convencional",Activa,25/03/2007,,340,4.057415,-73.467865,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Negro,,CNE_IDEAM,20251226,35025110,9
35025501,QUETAME  - AUT  [35025501],Climatológica Principal,Automática con Telemetría,Activa,17/06/2013,,1644,4.297941667,-73.87238889,Cundinamarca,Quetame,Area Operativa 03 - Meta-Guaviare-Guainía,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Orinoco,Meta,Río Guayuriba,,CNE_OE,20251226,35025501,5
3502700090,GUAYURIBA - AUT   [3502700090],Limnigráfica,Automática con Telemetría,En Mantenimiento,08/03/2018,,230,3.958454,-73.27098,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,Guayuriba,CNE_IDEAM,20251226,3502700090,5
35027001,PLAZA DE FERIAS [35027001],Climatológica Ordinaria,Automática con Telemetría,Activa,21/07/2012,,1670,4.403389,-73.940556,Cundinamarca,Cáqueza,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,,CNE_IDEAM,20251226,35027001,9
35027100,CARAZA [35027100],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/01/1970,,220,4.429173,-74.010245,Cundinamarca,Chipaque,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,Une,CNE_IDEAM,20251226,35027100,7
35027510,CALOSTROS BAJO [35027510],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,24/05/2008,11/08/2025,2943,4.6645,-73.863083,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guayuriba,Calostros,CNE_IDEAM,20251226,35027510,8
3503500062,EL CALVARIO - AUT [3503500062],Climatológica Principal,Automática con Telemetría,En Mantenimiento,13/04/2018,,2000,4.35045,-73.711673,Meta,El Calvario,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guatiquía,,CNE_IDEAM,20251226,3503500062,6
35035100,ICA VILLAVICENCIO  - AUT [35035100],Climatológica Principal,"Automática con Telemetría, Convencional",En Mantenimiento,22/03/2007,,432,4.137225,-73.624998,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guatiquía,,CNE_IDEAM,20251226,35035100,9
35035110,SALINAS DE UPIN  - AUT [35035110],Agrometeorológica,Automática con Telemetría,En Mantenimiento,23/03/2007,,670,4.27327,-73.58792,Meta,Restrepo,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guatiquía,,CNE_IDEAM,20251226,35035110,9
35035130,PARAMO CHINGAZA [35035130],Climatológica Principal,Automática con Telemetría,Activa,24/11/2004,,3863,4.713667,-73.80325,Cundinamarca,Guasca,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guavio,,CNE_IDEAM,20251226,35035130,8
35037100,PUENTE ABADIA - AUT [35037100],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/04/1968,,548,4.235333333,-73.63536111,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Guatiquía,Guatiquia,CNE_IDEAM,20251226,35037100,7
3505500061,MEDINA - AUT [3505500061],Climatológica Principal,Automática con Telemetría,Activa,30/12/2017,,531,4.506483,-73.34708,Cundinamarca,Medina,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Humea,,CNE_IDEAM,20251226,3505500061,7
3507500046,GRANJA GUAYATA - AUT   [3507500046],Climatológica Principal,Automática con Telemetría,En Mantenimiento,18/12/2017,,1580,4.97608,-73.48264,Boyacá,Guayatá,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Garagoa,,CNE_IDEAM,20251226,3507500046,6
35075070,CHINAVITA - AUT [35075070],Agrometeorológica,Automática con Telemetría,Activa,06/03/2005,,2006,5.21639,-73.34697,Boyacá,Chinavita,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Garagoa,,CNE_IDEAM,20251226,35075070,8
35075080,PARAMO RABANAL - AUT [35075080],Climatológica Principal,Automática con Telemetría,En Mantenimiento,13/03/2005,,3335,5.39239,-73.56278,Boyacá,Ventaquemada,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Garagoa,,CNE_IDEAM,20251226,35075080,8
35085060,ZETAQUIRA - AUT [35085060],Climatológica Principal,Automática con Telemetría,Activa,12/12/2004,,1436,5.294944444,-73.16994444,Boyacá,Zetaquirá,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Lengupá,,CNE_IDEAM,20251226,35085060,9
35085070,SANTA MARIA - AUT [35085070],Climatológica Principal,Automática con Telemetría,Activa,10/03/2005,,1300,4.84125,-73.25669444,Boyacá,Santa María,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Garagoa,,CNE_IDEAM,20251226,35085070,9
35085080,LA CAPILLA - AUT [35085080],Climatológica Principal,Automática con Telemetría,Activa,08/03/2005,,1917,5.099194444,-73.436,Boyacá,La Capilla,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Garagoa,,CNE_IDEAM,20251226,35085080,9
35095120,AQUITANIA - AUT [35095120],Climatológica Principal,Automática con Telemetría,Activa,06/12/2004,,3026,5.55663,-72.88175,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,,CNE_IDEAM,20251226,35095120,9
35095130,LAGUNA LA PLAZA [35095130],Climatológica Principal,Automática con Telemetría,Activa,17/09/2010,,4378,6.362,-72.28201667,Arauca,Saravena,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Casanare,Río Casanare,,CNE_IDEAM,20251226,35095130,9
35105050,GUAICARAMO [35105050],Climatológica Ordinaria,Convencional,Activa,15/10/1993,,199,4.46865,-72.95364,Meta,Barranca De Upía,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos al Río Meta entre ríos Humea y Upia (mi),,CNE_IDEAM,20251226,35105050,5
35160000,LAS CINTAS [35160000],Pluviométrica,Automática con Telemetría,Activa,31/12/2016,,3400,5.614277778,-72.86747222,Boyacá,Sogamoso,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,,CNE_IDEAM,20251226,35160000,9
35160020,LLANO ALARCON [35160020],Pluviométrica,Automática con Telemetría,Activa,31/12/2016,,339,5.599722222,-72.91347222,Boyacá,Cuítiva,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,,CNE_IDEAM,20251226,35160020,9
35165000,EL TUNEL [35165000],Climatológica Ordinaria,Automática con Telemetría,Activa,31/12/2016,,30,5.574972222,-72.941,Boyacá,Cuítiva,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,,CNE_IDEAM,20251226,35165000,9
35167000,CORPOBOYACA - SANTA INES -AUT [35167000],Limnigráfica,"Automática con Telemetría, Convencional",Activa,31/12/2016,,3041,5.545,-72.88411111,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,Lago De Tota,CNE_IDEAM,20251226,35167000,9
35167010,HATO LAGUNA - AUT [35167010],Limnigráfica,Automática con Telemetría,Activa,31/12/2016,,3020,5.584444444,-72.90008333,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,Las Cintas,CNE_IDEAM,20251226,35167010,9
35167020,CRIADERO -AUT [35167020],Limnigráfica,Automática con Telemetría,Activa,31/12/2016,,3025,5.557,-72.88047222,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Lago de Tota,QUEBRADA LOS POZOS,CNE_IDEAM,20251226,35167020,7
3518500127,GUADUALITO - AUT [3518500127],Climatológica Principal,Automática con Telemetría,Activa,19/09/2018,,784,4.987080556,-72.8651,Casanare,Monterrey,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Túa y otros directos al Meta,,CNE_IDEAM,20251226,3518500127,5
35185010,LA PALOMERA - AUT [35185010],Agrometeorológica,Automática con Telemetría,En Mantenimiento,18/05/2005,,182,4.260321,-72.564525,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Directos Rio Metica entre ríos Guayuriba y Yucao,,CNE_IDEAM,20251226,35185010,8
3518700145,TUA BALNEARIO - AUT [3518700145],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,18/09/2018,,412,4.88565,-72.900888889,Casanare,Monterrey,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Túa y otros directos al Meta,Río Túa,CNE_IDEAM,20251226,3518700145,6
35195020,TAURAMENA [35195020],Meteorológica Especial,Automática con Telemetría,Activa,15/11/1974,,460,5.027257778,-72.869841667,Casanare,Tauramena,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Túa y otros directos al Meta,Sabandija,CNE_IDEAM,20251226,35195020,5
35195060,TOQUILLA - AUT [35195060],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,15/12/2016,,2950,5.523611111,-72.79097222,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,,CNE_IDEAM,20251226,35195060,9
3519700092,MANI - AUT   [3519700092],Limnigráfica,Automática con Telemetría,En Mantenimiento,12/03/2018,,180,4.816419444,-72.30865,Casanare,Mani,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,Cusiana,CNE_IDEAM,20251226,3519700092,7
35197020,VADO HONDO  - AUT [35197020],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/03/1973,,2831,5.506805556,-72.75480556,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,Cusiana,CNE_IDEAM,20251226,35197020,5
35197030,LOS ESTEROS [35197030],Limnimétrica,Automática con Telemetría,Activa,15/11/1974,,368,5.179694444,-72.568388889,Casanare,Aguazul,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cusiana,Unete,CNE_IDEAM,20251226,35197030,5
35215020,AEROPUERTO YOPAL - AUT [35215020],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,17/11/2005,,325,5.320444444,-72.3875,Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,CNE_IDEAM,20251226,35215020,9
35215030,Pisba - Aut [35215030],Climatológica Ordinaria,Automática con Telemetría,Activa,15/12/2016,,1482,5.720555556,-72.48847222,Boyacá,Pisva,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,,CNE_IDEAM,20251226,35215030,7
35217010,PUENTE YOPAL  - AUT [35217010],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/11/1974,,343,5.369,-72.41372222,Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Cravo Sur,CNE_IDEAM,20251226,35217010,7
35217030,PUENTE LA CABANA [35217030],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/1979,,497,5.437944444,-72.45522222,Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Cravo Sur,CNE_IDEAM,20251226,35217030,7
35217060,PLAYON EL AUT [35217060],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/2016,,271,5.5405,-72.23172222,Casanare,Nunchía,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Tocaria,CNE_IDEAM,20251226,35217060,9
35217090,LABRANZA GRANDE AUT [35217090],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/2016,,1125,5.566916667,-72.58355556,Boyacá,Labranzagrande,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Cravo Sur,Rio Cravo Sur,CNE_IDEAM,20251226,35217090,9
35225030,MODULOS - AUT [35225030],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/12/2016,,139,4.910528,-71.433083,Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,,CNE_IDEAM,20251226,35225030,9
35235010,CARDON EL AUT [35235010],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,15/05/1974,,3590,6.011666667,-72.52927778,Boyacá,Socotá,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orinoco,Meta,Río Pauto,,CNE_IDEAM,20251226,35235010,7
